Ref Image,Check Image,Image Size,Size Group,CLIP Mismatch %,Max Segment Mismatch %,All Segment Mismatch %,Scale Mismatch %,Status
LKA_PICTO_GRY_WOCP.png,toCheck_100003_00466s_LKA_PICTO_GRY_WOCP.png,NA,NA,NA,NA,NA,NA,Faulty
LKA_PICTO_WHT_WOCP.png,toCheck_100003_00471s_LKA_PICTO_WHT_WOCP.png,NA,NA,NA,NA,NA,NA,Faulty
LKA_PICTO_WHT_WOCP.png,toCheck_100003_00476s_LKA_PICTO_WHT_WOCP.png,NA,NA,NA,NA,NA,NA,Faulty
LKA_PICTO_NODISP_WOCP.png,toCheck_100003_00486s_LKA_PICTO_NODISP_WOCP.png,NA,NA,NA,NA,NA,NA,Faulty
LDW_PICTO_NODISP_WOCP.png,toCheck_100003_00418s_LDW_PICTO_NODISP_WOCP.png,NA,NA,NA,NA,NA,NA,Faulty
LDW_PICTO_GRY_WOCP.png,toCheck_100003_00423s_LDW_PICTO_GRY_WOCP.png,NA,NA,NA,NA,NA,NA,Faulty
LDW_PICTO_WHT_WOCP.png,toCheck_100003_00446s_LDW_PICTO_WHT_WOCP.png,NA,NA,NA,NA,NA,NA,Faulty
LDW_PICTO_WHT_WOCP.png,toCheck_100003_00451s_LDW_PICTO_WHT_WOCP.png,NA,NA,NA,NA,NA,NA,Faulty
LDW_PICTO_NODISP_WOCP.png,toCheck_100003_00461s_LDW_PICTO_NODISP_WOCP.png,NA,NA,NA,NA,NA,NA,Faulty
BOTH_LANE_GRY.png,toCheck_100004_00435s_BOTH_LANE_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
BOTH_LANE_GRY.png,toCheck_100004_00420s_BOTH_LANE_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
LL_GRY_RL_RED.png,toCheck_100005_00450s_LL_GRY_RL_RED.png,NA,NA,NA,NA,NA,NA,Faulty
LL_RED_RL_GRY.png,toCheck_100005_00455s_LL_RED_RL_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
LL_WHT_RL_RED.png,toCheck_100005_00470s_LL_WHT_RL_RED.png,NA,NA,NA,NA,NA,NA,Faulty
BOTH_LANE_GRY.png,toCheck_100005_00420s_BOTH_LANE_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
LL_GRY_RL_RED.png,toCheck_100006_00450s_LL_GRY_RL_RED.png,NA,NA,NA,NA,NA,NA,Faulty
BOTH_LANE_GRY.png,toCheck_100006_00480s_BOTH_LANE_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
BOTH_LANE_GRY.png,toCheck_100006_00420s_BOTH_LANE_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
LL_GRY_RL_RED.png,toCheck_100007_00450s_LL_GRY_RL_RED.png,NA,NA,NA,NA,NA,NA,Faulty
BOTH_LANE_GRY.png,toCheck_100007_00420s_BOTH_LANE_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_SERV_OFF.png,toCheck_100008_00425s_TLT_SERV_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_STOP_OFF.png,toCheck_100008_00425s_TLT_STOP_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_LKA_ON.png,toCheck_100008_00425s_TLT_LKA_ON.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_SERV_OFF.png,toCheck_100008_00430s_TLT_SERV_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_STOP_OFF.png,toCheck_100008_00430s_TLT_STOP_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_LKA_ON.png,toCheck_100008_00430s_TLT_LKA_ON.png,NA,NA,NA,NA,NA,NA,Faulty
BOTH_LANE_GRY.png,toCheck_100008_00445s_BOTH_LANE_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_SERV_OFF.png,toCheck_100008_00490s_TLT_SERV_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_STOP_OFF.png,toCheck_100008_00490s_TLT_STOP_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_LKA_ON.png,toCheck_100008_00490s_TLT_LKA_ON.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_SERV_OFF.png,toCheck_100008_00405s_TLT_SERV_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_STOP_OFF.png,toCheck_100008_00405s_TLT_STOP_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
LL_RED_RL_GRY.png,toCheck_100009_00465s_LL_RED_RL_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
LL_RED_RL_GRY.png,toCheck_100009_00470s_LL_RED_RL_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
LL_GRY_RL_RED.png,toCheck_100009_00490s_LL_GRY_RL_RED.png,NA,NA,NA,NA,NA,NA,Faulty
LL_GRY_RL_RED.png,toCheck_100009_00495s_LL_GRY_RL_RED.png,NA,NA,NA,NA,NA,NA,Faulty
LL_WHT_RL_WHT.png,toCheck_100009_00505s_LL_WHT_RL_WHT.png,NA,NA,NA,NA,NA,NA,Faulty
LL_WHT_RL_YEL.png,toCheck_100009_00510s_LL_WHT_RL_YEL.png,NA,NA,NA,NA,NA,NA,Faulty
LL_WHT_RL_GRY.png,toCheck_100009_00515s_LL_WHT_RL_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
LL_WHT_RL_YEL.png,toCheck_100009_00518s_LL_WHT_RL_YEL.png,NA,NA,NA,NA,NA,NA,Faulty
LL_WHT_RL_GRY.png,toCheck_100009_00520s_LL_WHT_RL_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
LL_WHT_RL_YEL.png,toCheck_100009_00523s_LL_WHT_RL_YEL.png,NA,NA,NA,NA,NA,NA,Faulty
LL_WHT_RL_GRY.png,toCheck_100009_00525s_LL_WHT_RL_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
TXTALT_10907_15_FR.png,toCheck_100009_00528s_TXTALT_10907_15_FR.png,NA,NA,NA,NA,NA,NA,Faulty
LL_WHT_RL_YEL.png,toCheck_100009_00533s_LL_WHT_RL_YEL.png,NA,NA,NA,NA,NA,NA,Faulty
LL_WHT_RL_RED.png,toCheck_100009_00538s_LL_WHT_RL_RED.png,NA,NA,NA,NA,NA,NA,Faulty
LL_WHT_RL_RED.png,toCheck_100009_00543s_LL_WHT_RL_RED.png,NA,NA,NA,NA,NA,NA,Faulty
LL_WHT_RL_WHT.png,toCheck_100009_00548s_LL_WHT_RL_WHT.png,NA,NA,NA,NA,NA,NA,Faulty
LL_GRY_RL_WHT.png,toCheck_100009_00558s_LL_GRY_RL_WHT.png,NA,NA,NA,NA,NA,NA,Faulty
LL_YEL_RL_WHT.png,toCheck_100009_00560s_LL_YEL_RL_WHT.png,NA,NA,NA,NA,NA,NA,Faulty
LL_GRY_RL_WHT.png,toCheck_100009_00562s_LL_GRY_RL_WHT.png,NA,NA,NA,NA,NA,NA,Faulty
LL_YEL_RL_WHT.png,toCheck_100009_00564s_LL_YEL_RL_WHT.png,NA,NA,NA,NA,NA,NA,Faulty
LL_GRY_RL_WHT.png,toCheck_100009_00566s_LL_GRY_RL_WHT.png,NA,NA,NA,NA,NA,NA,Faulty
LL_WHT_RL_WHT.png,toCheck_100009_00588s_LL_WHT_RL_WHT.png,NA,NA,NA,NA,NA,NA,Faulty
BOTH_LANE_GRY.png,toCheck_100009_00420s_BOTH_LANE_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
LL_WHT_RL_WHT.png,toCheck_100009_00593s_LL_WHT_RL_WHT.png,NA,NA,NA,NA,NA,NA,Faulty
TXTALT_10907_10_FR.png,toCheck_100009_00593s_TXTALT_10907_10_FR.png,NA,NA,NA,NA,NA,NA,Faulty
LL_WHT_RL_WHT.png,toCheck_100009_00598s_LL_WHT_RL_WHT.png,NA,NA,NA,NA,NA,NA,Faulty
BOTH_LANE_GRY.png,toCheck_100009_00623s_BOTH_LANE_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
LL_RED_RL_YEL.png,toCheck_100009_00633s_LL_RED_RL_YEL.png,NA,NA,NA,NA,NA,NA,Faulty
LL_YEL_RL_RED.png,toCheck_100009_00643s_LL_YEL_RL_RED.png,NA,NA,NA,NA,NA,NA,Faulty
BOTH_LANE_GRY.png,toCheck_100009_00425s_BOTH_LANE_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
LL_YEL_RL_GRY.png,toCheck_100009_00648s_LL_YEL_RL_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
LL_YEL_RL_GRY.png,toCheck_100010_00435s_LL_YEL_RL_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
BOTH_LANE_GRY.png,toCheck_100010_00440s_BOTH_LANE_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
LL_GRY_RL_YEL.png,toCheck_100010_00455s_LL_GRY_RL_YEL.png,NA,NA,NA,NA,NA,NA,Faulty
BOTH_LANE_GRY.png,toCheck_100010_00460s_BOTH_LANE_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
BOTH_LANE_GRY.png,toCheck_100010_00420s_BOTH_LANE_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
LL_RED_RL_GRY.png,toCheck_100011_00440s_LL_RED_RL_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
LL_RED_RL_GRY.png,toCheck_100011_00445s_LL_RED_RL_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
LL_GRY_RL_RED.png,toCheck_100011_00460s_LL_GRY_RL_RED.png,NA,NA,NA,NA,NA,NA,Faulty
LL_GRY_RL_RED.png,toCheck_100011_00465s_LL_GRY_RL_RED.png,NA,NA,NA,NA,NA,NA,Faulty
